"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691597498","36.538","37.693","34.614","33.102","33.474","32.712","27.423","32.403"
"1691597499","36.506","37.711","34.596","33.103","33.493","32.676","27.434","32.403"
"1691597500","36.466","37.752","34.615","33.118","33.482","32.659","27.431","32.389"
"1691597501","36.419","37.763","34.627","33.104","33.479","32.707","27.435","32.390"
"1691597502","36.398","37.771","34.624","33.122","33.490","32.736","27.447","32.365"
"1691597503","36.366","37.779","34.620","33.116","33.484","32.744","27.466","32.373"
"1691597504","36.279","37.802","34.643","33.117","33.445","32.771","27.459","32.479"
"1691597505","36.312","37.806","34.677","33.103","33.503","32.800","27.460","32.480"
"1691597506","36.339","37.803","34.677","33.147","33.515","32.819","27.468","32.469"
"1691597507","36.383","37.800","34.689","33.158","33.497","32.823","27.461","32.455"
"1691597508","36.376","37.779","34.682","33.199","33.494","32.842","27.465","32.419"
"1691597509","36.336","37.783","34.704","33.218","33.487","32.864","27.473","32.416"
"1691597510","36.315","37.787","34.708","33.204","33.510","32.901","27.503","32.399"
"1691597511","36.294","37.784","34.716","33.146","33.510","32.884","27.537","32.410"
"1691597512","36.251","37.788","34.720","33.143","33.529","32.870","27.548","32.422"
"1691597513","36.212","37.771","34.736","33.148","33.559","32.791","27.531","32.379"
"1691597514","36.194","37.768","34.700","33.119","33.560","32.766","27.546","32.394"
"1691597515","36.169","37.779","34.708","33.076","33.542","32.763","27.540","32.398"
"1691597516","36.162","37.765","34.705","33.084","33.532","32.760","27.566","32.421"
"1691597517","36.134","37.762","34.716","33.073","33.547","32.742","27.581","32.428"
"1691597518","36.123","37.763","34.728","33.092","33.555","32.721","27.604","32.462"
"1691597519","36.128","37.753","34.710","33.144","33.545","32.732","27.623","32.495"
"1691597520","36.117","37.768","34.704","33.163","33.534","32.751","27.649","32.521"
"1691597521","36.151","37.801","34.722","33.181","33.517","32.755","27.679","32.551"
"1691597522","36.148","37.864","34.724","33.219","33.452","32.771","27.702","32.563"
"1691597523","36.109","37.817","34.702","33.219","33.445","32.790","27.710","32.560"
"1691597524","36.109","37.803","34.725","33.242","33.471","32.830","27.692","32.571"
"1691597525","36.063","37.808","34.722","33.254","33.483","32.802","27.686","32.561"
"1691597526","36.074","37.779","34.744","33.254","33.494","32.788","27.679","32.543"
"1691597527","36.151","37.769","34.734","33.262","33.477","32.806","27.668","32.559"
"1691597528","36.214","37.773","34.756","33.273","33.496","32.811","27.662","32.556"
"1691597529","36.251","37.777","34.764","33.263","33.496","32.808","27.659","32.556"
"1691597530","36.273","37.785","34.776","33.256","33.460","32.848","27.663","32.517"
"1691597531","36.347","37.841","34.795","33.268","33.458","32.868","27.649","32.573"
"1691597532","36.384","37.849","34.796","33.277","33.444","32.898","27.654","32.610"
"1691597533","36.410","37.857","34.796","33.292","33.423","32.938","27.651","32.661"
"1691597534","36.436","37.846","34.782","33.278","33.423","32.975","27.681","32.651"
"1691597535","36.430","37.840","34.812","33.293","33.413","33.012","27.700","32.725"
"1691597536","36.449","37.818","34.827","33.283","33.403","33.053","27.704","32.729"
"1691597537","36.424","37.761","34.831","33.290","33.411","33.083","27.730","32.689"
"1691597538","36.464","37.772","34.818","33.306","33.419","33.102","27.716","32.701"
"1691597539","36.509","37.799","34.811","33.306","33.427","33.124","27.713","32.723"
"1691597540","36.499","37.767","34.816","33.311","33.409","33.165","27.726","32.812"
"1691597541","36.533","37.757","34.817","33.312","33.385","33.177","27.745","32.758"
"1691597542","36.548","37.703","34.817","33.298","33.363","33.189","27.775","32.708"
"1691597543","36.567","37.700","34.800","33.291","33.346","33.215","27.794","32.697"
"1691597544","36.585","37.697","34.818","33.277","33.343","33.226","27.816","32.705"
"1691597545","36.608","37.654","34.841","33.285","33.365","33.216","27.832","32.710"
"1691597546","36.627","37.596","34.845","33.290","33.366","33.217","27.840","32.663"
"1691597547","36.646","37.637","34.842","33.294","33.367","33.217","27.855","32.674"
"1691597548","36.657","37.634","34.850","33.298","33.331","33.243","27.863","32.657"
"1691597549","36.615","37.671","34.808","33.318","33.369","33.281","27.861","32.567"
"1691597550","36.586","37.705","34.816","33.300","33.391","33.307","27.850","32.586"
"1691597551","36.499","37.709","34.824","33.301","33.428","33.315","27.851","32.579"
"1691597552","36.453","37.702","34.820","33.268","33.458","33.283","27.848","32.554"
"1691597553","36.450","37.707","34.836","33.280","33.473","33.269","27.841","32.602"
"1691597554","36.505","37.682","34.836","33.284","33.481","33.284","27.831","32.658"
"1691597555","36.502","37.653","34.819","33.270","33.504","33.267","27.809","32.626"
"1691597556","36.528","37.596","34.790","33.231","33.515","33.227","27.810","32.550"
"1691597557","36.496","37.585","34.791","33.228","33.519","33.239","27.829","32.517"
"1691597558","36.388","37.561","34.792","33.273","33.532","33.131","27.871","32.526"
"1691597559","36.360","37.598","34.800","33.259","33.511","33.124","27.886","32.527"
"1691597560","36.386","37.628","34.823","33.264","33.511","33.085","27.902","32.506"
"1691597561","36.397","37.665","34.831","33.275","33.512","33.053","27.906","32.521"
"1691597562","36.398","37.695","34.846","33.283","33.534","33.039","27.925","32.554"
"1691597563","36.410","37.663","34.854","33.254","33.539","33.018","27.937","32.551"
"1691597564","36.396","37.693","34.869","33.248","33.554","33.048","27.956","32.559"
"1691597565","36.404","37.690","34.863","33.223","33.551","33.037","27.964","32.520"
"1691597566","36.361","37.712","34.856","33.169","33.577","33.049","27.950","32.521"
"1691597567","36.264","37.725","34.868","33.185","33.611","33.079","27.962","32.562"
"1691597568","36.246","37.707","34.873","33.229","33.630","33.142","27.974","32.559"
"1691597569","36.203","37.686","34.862","33.263","33.664","33.201","27.975","32.549"
"1691597570","36.160","37.668","34.874","33.242","33.683","33.220","27.976","32.557"
"1691597571","36.102","37.644","34.875","33.250","33.698","33.246","27.984","32.543"
"1691597572","36.070","37.622","34.872","33.261","33.702","33.290","27.973","32.533"
"1691597573","36.020","37.583","34.880","33.277","33.725","33.284","27.981","32.541"
"1691597574","36.028","37.529","34.877","33.295","33.729","33.295","27.989","32.549"
"1691597575","36.112","37.493","34.852","33.293","33.722","33.322","27.997","32.538"
"1691597576","36.187","37.418","34.802","33.330","33.695","33.378","28.003","32.518"
"1691597577","36.268","37.390","34.810","33.313","33.692","33.364","28.007","32.500"
"1691597578","36.268","37.416","34.789","33.284","33.703","33.376","28.004","32.534"
"1691597579","36.243","37.387","34.786","33.303","33.664","33.394","28.016","32.527"
"1691597580","36.171","37.410","34.794","33.319","33.650","33.424","28.016","32.557"
"1691597581","36.179","37.403","34.806","33.334","33.622","33.440","28.024","32.547"
"1691597582","36.198","37.441","34.817","33.331","33.611","33.397","28.036","32.562"
"1691597583","36.181","37.441","34.829","33.317","33.609","33.321","28.059","32.574"
"1691597584","36.178","37.464","34.822","33.329","33.635","33.289","28.049","32.596"
"1691597585","36.263","37.509","34.828","33.367","33.684","33.250","28.050","32.572"
"1691597586","36.209","37.554","34.832","33.389","33.706","33.258","28.058","32.551"
"1691597587","36.144","37.540","34.829","33.386","33.714","33.310","28.037","32.537"
"1691597588","36.141","37.562","34.830","33.332","33.733","33.347","28.038","32.542"
"1691597589","36.189","37.563","34.834","33.319","33.741","33.362","28.035","32.542"
"1691597590","36.125","37.542","34.835","33.308","33.713","33.352","28.050","32.507"
"1691597591","36.100","37.546","34.806","33.334","33.670","33.345","28.054","32.515"
"1691597592","36.104","37.561","34.803","33.346","33.703","33.364","28.059","32.526"
"1691597593","36.156","37.507","34.833","33.329","33.704","33.376","28.082","32.549"
"1691597594","36.143","37.513","34.828","33.356","33.745","33.392","28.091","32.550"
"1691597595","36.136","37.535","34.810","33.342","33.753","33.382","28.102","32.548"
"1691597596","36.137","37.547","34.847","33.339","33.751","33.401","28.099","32.541"
"1691597597","36.174","37.489","34.852","33.329","33.748","33.409","28.111","32.527"
"1691597598","36.226","37.476","34.856","33.362","33.748","33.457","28.116","32.535"
"1691597599","36.278","37.443","34.853","33.385","33.753","33.494","28.116","32.583"
"1691597600","36.326","37.426","34.850","33.411","33.757","33.535","28.128","32.642"
"1691597601","36.341","37.427","34.869","33.434","33.765","33.554","28.144","32.683"
"1691597602","36.356","37.457","34.881","33.434","33.770","33.580","28.159","32.717"
"1691597603","36.405","37.473","34.889","33.385","33.753","33.658","28.183","32.623"
"1691597604","36.428","37.437","34.887","33.375","33.746","33.684","28.198","32.602"
"1691597605","36.454","37.434","34.884","33.350","33.765","33.660","28.203","32.596"
"1691597606","36.393","37.468","34.906","33.384","33.766","33.686","28.211","32.589"
"1691597607","36.332","37.465","34.896","33.355","33.781","33.708","28.208","32.594"
"1691597608","36.267","37.469","34.901","33.341","33.797","33.720","28.220","32.580"
"1691597609","36.220","37.466","34.905","33.368","33.816","33.692","28.217","32.573"
"1691597610","36.257","37.518","34.891","33.365","33.805","33.678","28.221","32.596"
"1691597611","36.306","37.552","34.870","33.354","33.810","33.628","28.222","32.571"
"1691597612","36.398","37.557","34.835","33.356","33.800","33.585","28.205","32.624"
"1691597613","36.319","37.565","34.829","33.349","33.848","33.575","28.213","32.650"
"1691597614","36.316","37.609","34.837","33.372","33.795","33.503","28.232","32.647"
"1691597615","36.346","37.603","34.874","33.391","33.781","33.478","28.255","32.611"
"1691597616","36.376","37.541","34.885","33.392","33.807","33.439","28.252","32.619"
"1691597617","36.351","37.528","34.872","33.393","33.808","33.404","28.264","32.646"
"1691597618","36.395","37.536","34.873","33.401","33.823","33.350","28.283","32.628"
"1691597619","36.440","37.537","34.902","33.412","33.864","33.321","28.313","32.611"
"1691597620","36.444","37.486","34.914","33.413","33.869","33.297","28.311","32.601"
"1691597621","36.398","37.342","34.912","33.462","33.870","33.353","28.319","32.631"
"1691597622","36.392","37.394","34.909","33.470","33.864","33.364","28.317","32.661"
"1691597623","36.320","37.409","34.895","33.453","33.864","33.336","28.325","32.651"
"1691597624","36.321","37.424","34.911","33.450","33.869","33.289","28.347","32.652"
"1691597625","36.299","37.469","34.926","33.458","33.822","33.301","28.348","32.653"
"1691597626","36.242","37.444","34.883","33.455","33.801","33.294","28.338","32.653"
"1691597627","36.235","37.441","34.895","33.470","33.842","33.343","28.342","32.618"
"1691597628","36.262","37.409","34.899","33.449","33.850","33.398","28.339","32.629"
"1691597629","36.321","37.385","34.904","33.457","33.836","33.399","28.355","32.612"
"1691597630","36.370","37.379","34.916","33.444","33.801","33.397","28.368","32.603"
"1691597631","36.421","37.361","34.935","33.467","33.813","33.387","28.394","32.607"
"1691597632","36.455","37.340","34.947","33.489","33.795","33.384","28.391","32.582"
"1691597633","36.452","37.334","34.937","33.497","33.771","33.381","28.385","32.572"
"1691597634","36.435","37.364","34.934","33.509","33.768","33.407","28.378","32.558"
"1691597635","36.450","37.386","34.938","33.513","33.779","33.452","28.386","32.559"
"1691597636","36.473","37.391","34.950","33.496","33.722","33.471","28.380","32.574"
"1691597637","36.484","37.428","34.958","33.501","33.690","33.475","28.388","32.637"
"1691597638","36.445","37.440","34.900","33.505","33.720","33.505","28.389","32.689"
"1691597639","36.286","37.448","34.920","33.528","33.703","33.488","28.357","32.712"
"1691597640","36.305","37.449","34.925","33.493","33.704","33.496","28.380","32.706"
"1691597641","36.255","37.421","34.936","33.504","33.694","33.464","28.421","32.765"
"1691597642","36.260","37.444","34.955","33.516","33.658","33.476","28.451","32.791"
"1691597643","36.242","37.474","34.952","33.506","33.648","33.502","28.474","32.803"
"1691597644","36.265","37.518","34.960","33.525","33.634","33.503","28.482","32.727"
"1691597645","36.273","37.563","34.954","33.515","33.639","33.508","28.472","32.666"
"1691597646","36.270","37.523","34.962","33.519","33.636","33.494","28.451","32.638"
"1691597647","36.274","37.528","34.956","33.538","33.615","33.516","28.452","32.660"
"1691597648","36.225","37.537","34.950","33.514","33.627","33.554","28.483","32.706"
"1691597649","36.189","37.534","34.951","33.526","33.599","33.588","28.476","32.717"
"1691597650","36.128","37.509","34.955","33.541","33.596","33.625","28.506","32.714"
"1691597651","36.125","37.466","34.959","33.557","33.644","33.622","28.503","32.675"
"1691597652","36.097","37.470","34.906","33.550","33.678","33.623","28.523","32.705"
"1691597653","36.061","37.464","34.917","33.537","33.697","33.642","28.531","32.684"
"1691597654","36.055","37.461","34.933","33.548","33.701","33.610","28.521","32.678"
"1691597655","36.056","37.484","34.941","33.564","33.713","33.589","28.544","32.708"
"1691597656","36.111","37.525","34.942","33.583","33.677","33.557","28.537","32.679"
"1691597657","36.160","37.461","34.947","33.584","33.657","33.562","28.557","32.662"
"1691597658","36.135","37.414","34.937","33.592","33.658","33.600","28.561","32.630"
"1691597659","36.165","37.426","34.941","33.535","33.648","33.651","28.555","32.602"
"1691597660","36.151","37.438","34.956","33.539","33.681","33.696","28.556","32.607"
"1691597661","36.127","37.439","34.943","33.562","33.726","33.708","28.549","32.615"
"1691597662","36.139","37.447","34.929","33.541","33.749","33.679","28.539","32.601"
"1691597663","36.154","37.469","34.926","33.534","33.768","33.666","28.547","32.598"
"1691597664","36.129","37.426","34.912","33.543","33.801","33.707","28.537","32.628"
"1691597665","36.090","37.416","34.880","33.569","33.838","33.718","28.549","32.662"
"1691597666","36.015","37.436","34.904","33.567","33.825","33.694","28.583","32.634"
"1691597667","35.972","37.430","34.927","33.549","33.804","33.655","28.584","32.631"
"1691597668","35.936","37.412","34.927","33.525","33.740","33.597","28.592","32.639"
"1691597669","35.930","37.413","34.950","33.515","33.766","33.551","28.601","32.647"
"1691597670","35.898","37.403","34.958","33.497","33.759","33.508","28.616","32.630"
"1691597671","35.884","37.404","34.970","33.483","33.746","33.443","28.621","32.620"
"1691597672","35.881","37.404","34.952","33.488","33.746","33.393","28.614","32.577"
"1691597673","35.879","37.412","34.953","33.467","33.736","33.354","28.607","32.592"
"1691597674","35.887","37.406","34.954","33.478","33.737","33.314","28.616","32.578"
"1691597675","35.983","37.433","34.934","33.513","33.753","33.280","28.632","32.609"
"1691597676","36.024","37.478","34.938","33.521","33.791","33.275","28.657","32.605"
"1691597677","35.981","37.526","34.939","33.518","33.793","33.302","28.668","32.607"
"1691597678","35.964","37.541","34.896","33.526","33.796","33.329","28.679","32.608"
"1691597679","35.946","37.567","34.937","33.520","33.808","33.338","28.687","32.649"
"1691597680","35.973","37.583","34.941","33.495","33.808","33.382","28.677","32.657"
"1691597681","36.024","37.591","34.957","33.514","33.824","33.416","28.692","32.691"
"1691597682","36.047","37.617","34.958","33.478","33.817","33.431","28.660","32.728"
"1691597683","36.051","37.636","34.962","33.476","33.851","33.421","28.653","32.707"
"1691597684","36.031","37.612","34.986","33.528","33.893","33.528","28.655","32.672"
"1691597685","36.083","37.599","34.994","33.522","33.893","33.551","28.659","32.636"
"1691597686","36.146","37.556","35.002","33.537","33.905","33.577","28.671","32.641"
"1691597687","36.183","37.553","34.992","33.553","33.906","33.636","28.668","32.645"
"1691597688","36.231","37.576","34.993","33.561","33.903","33.641","28.666","32.635"
"1691597689","36.250","37.522","34.982","33.562","33.915","33.660","28.663","32.622"
"1691597690","36.266","37.486","34.947","33.548","33.901","33.610","28.656","32.644"
"1691597691","36.299","37.458","34.875","33.556","33.891","33.567","28.679","32.743"
"1691597692","36.311","37.437","34.912","33.564","33.896","33.528","28.702","32.755"
"1691597693","36.382","37.387","34.961","33.562","33.915","33.547","28.766","32.651"
"1691597694","36.408","37.417","34.954","33.563","33.898","33.574","28.753","32.636"
"1691597695","36.413","37.473","34.941","33.575","33.872","33.598","28.748","32.623"
"1691597696","36.443","37.506","34.923","33.583","33.845","33.623","28.743","32.610"
"1691597697","36.462","37.504","34.910","33.576","33.813","33.638","28.762","32.611"
"1691597698","36.452","37.523","34.929","33.566","33.825","33.657","28.767","32.655"
"1691597699","36.401","37.545","34.948","33.581","33.847","33.643","28.775","32.678"
"1691597700","36.304","37.524","34.938","33.571","33.870","33.622","28.783","32.661"
"1691597701","36.228","37.500","34.953","33.550","33.835","33.572","28.791","32.661"
"1691597702","36.146","37.509","34.973","33.534","33.829","33.432","28.819","32.667"
"1691597703","36.154","37.495","34.988","33.556","33.862","33.381","28.827","32.697"
"1691597704","36.217","37.528","35.000","33.539","33.878","33.339","28.835","32.672"
"1691597705","36.240","37.573","35.008","33.565","33.897","33.278","28.836","32.673"
"1691597706","36.193","37.563","35.016","33.544","33.909","33.249","28.818","32.677"
"1691597707","36.135","37.578","35.013","33.530","33.898","33.308","28.815","32.689"
"1691597708","36.074","37.535","35.021","33.553","33.877","33.338","28.824","32.697"
"1691597709","36.097","37.507","35.022","33.547","33.882","33.332","28.832","32.680"
"1691597710","36.142","37.548","35.009","33.544","33.875","33.274","28.840","32.691"
"1691597711","36.089","37.568","35.021","33.520","33.884","33.287","28.871","32.708"
"1691597712","36.089","37.572","35.022","33.554","33.874","33.342","28.879","32.716"
"1691597713","36.134","37.522","35.034","33.566","33.875","33.369","28.906","32.731"
"1691597714","36.135","37.545","35.053","33.581","33.883","33.373","28.936","32.710"
"1691597715","36.125","37.586","35.054","33.589","33.932","33.400","28.937","32.689"
"1691597716","36.104","37.576","35.044","33.546","33.936","33.353","28.945","32.690"
"1691597717","36.097","37.609","35.037","33.547","33.940","33.292","28.942","32.709"
"1691597718","36.080","37.639","35.052","33.497","33.927","33.264","28.943","32.666"
"1691597719","36.132","37.596","35.057","33.498","33.939","33.239","28.940","32.634"
"1691597720","36.225","37.518","35.070","33.478","33.933","33.226","28.927","32.607"
"1691597721","36.251","37.486","35.056","33.518","33.912","33.300","28.936","32.644"
"1691597722","36.226","37.454","35.057","33.530","33.887","33.370","28.962","32.703"
"1691597723","36.216","37.396","35.017","33.516","33.873","33.418","28.959","32.718"
"1691597724","36.231","37.357","35.000","33.524","33.874","33.364","28.960","32.719"
"1691597725","36.192","37.329","34.986","33.533","33.857","33.350","28.987","32.789"
"1691597726","36.189","37.301","34.980","33.563","33.861","33.413","29.006","32.830"
"1691597727","36.223","37.294","34.966","33.603","33.851","33.425","29.018","32.820"
"1691597728","36.286","37.273","34.956","33.612","33.878","33.429","29.048","32.828"
"1691597729","36.349","37.282","34.961","33.606","33.879","33.438","29.079","32.903"
"1691597730","36.383","37.268","34.981","33.605","33.817","33.536","29.103","32.948"
"1691597731","36.387","37.255","34.987","33.603","33.800","33.571","29.109","32.967"
"1691597732","36.418","37.234","34.993","33.601","33.783","33.605","29.115","32.986"
"1691597733","36.447","37.209","34.994","33.595","33.791","33.613","29.130","33.008"
"1691597734","36.452","37.199","34.973","33.596","33.781","33.621","29.153","33.016"
"1691597735","36.427","37.185","34.952","33.586","33.757","33.637","29.165","32.999"
"1691597736","36.399","37.186","34.934","33.579","33.754","33.659","29.188","32.982"
"1691597737","36.352","37.161","34.939","33.565","33.755","33.660","29.200","32.993"
"1691597738","36.361","37.214","34.930","33.582","33.753","33.658","29.213","33.042"
"1691597739","36.395","37.197","34.941","33.597","33.779","33.623","29.203","33.014"
"1691597740","36.389","37.201","34.960","33.594","33.824","33.663","29.207","33.044"
"1691597741","36.360","37.198","34.961","33.584","33.810","33.708","29.212","33.048"
"1691597742","36.372","37.207","34.962","33.560","33.756","33.738","29.235","33.035"
"1691597743","36.402","37.255","34.967","33.560","33.757","33.768","29.236","32.999"
"1691597744","36.396","37.306","34.960","33.572","33.736","33.791","29.211","32.985"
"1691597745","36.331","37.329","34.979","33.595","33.773","33.792","29.200","32.975"
"1691597746","36.299","37.348","34.977","33.607","33.789","33.807","29.198","32.969"
"1691597747","36.341","37.295","34.989","33.608","33.831","33.816","29.229","33.065"
"1691597748","36.338","37.242","34.972","33.598","33.850","33.791","29.237","33.077"
"1691597749","36.364","37.260","34.929","33.595","33.879","33.774","29.234","33.093"
"1691597750","36.402","37.247","34.941","33.593","33.862","33.811","29.246","33.086"
"1691597751","36.424","37.233","34.952","33.601","33.852","33.841","29.254","33.047"
"1691597752","36.447","37.249","34.950","33.613","33.846","33.860","29.248","32.993"
"1691597753","36.455","37.279","34.947","33.621","33.847","33.905","29.234","32.990"
"1691597754","36.420","37.312","34.897","33.614","33.855","33.939","29.209","32.988"
"1691597755","36.340","37.317","34.861","33.619","33.874","33.947","29.221","32.934"
"1691597756","36.196","37.297","34.918","33.591","33.817","33.865","29.226","32.895"
"1691597757","36.219","37.272","34.907","33.585","33.833","33.822","29.220","32.940"
"1691597758","36.271","37.331","34.923","33.593","33.815","33.750","29.228","32.868"
"1691597759","36.323","37.350","34.942","33.543","33.823","33.729","29.236","32.840"
"1691597760","36.360","37.373","34.957","33.544","33.788","33.781","29.233","32.833"
"1691597761","36.372","37.392","34.976","33.541","33.811","33.792","29.220","32.845"
"1691597762","36.387","37.422","34.977","33.516","33.881","33.801","29.199","32.857"
"1691597763","36.410","37.437","34.971","33.481","33.925","33.783","29.229","32.869"
"1691597764","36.440","37.464","34.990","33.474","33.912","33.813","29.237","32.891"
"1691597765","36.464","37.404","34.970","33.476","33.906","33.728","29.254","32.959"
"1691597766","36.465","37.419","34.978","33.477","33.955","33.687","29.277","32.949"
"1691597767","36.473","37.427","34.994","33.500","33.996","33.687","29.270","32.955"
"1691597768","36.492","37.450","35.005","33.497","34.036","33.687","29.264","32.961"
"1691597769","36.507","37.491","34.999","33.443","34.019","33.658","29.305","32.930"
"1691597770","36.526","37.514","35.003","33.473","34.049","33.706","29.328","32.967"
"1691597771","36.549","37.518","34.993","33.529","34.061","33.758","29.343","32.982"
"1691597772","36.528","37.548","34.987","33.537","34.047","33.719","29.355","32.998"
"1691597773","36.544","37.567","34.992","33.534","34.073","33.760","29.360","32.980"
"1691597774","36.509","37.595","35.008","33.591","34.086","33.857","29.358","32.957"
"1691597775","36.528","37.599","34.998","33.595","34.069","33.887","29.352","32.961"
"1691597776","36.536","37.604","35.017","33.600","34.059","33.931","29.356","32.915"
"1691597777","36.562","37.615","35.018","33.619","34.034","33.987","29.346","32.912"
"1691597778","36.560","37.616","35.011","33.609","34.035","34.031","29.358","32.935"
"1691597779","36.561","37.624","35.009","33.639","34.032","34.039","29.366","32.939"
"1691597780","36.529","37.654","34.980","33.654","34.037","34.040","29.367","32.951"
"1691597781","36.446","37.612","34.974","33.662","34.034","34.063","29.372","32.959"
"1691597782","36.439","37.631","34.982","33.671","34.002","34.068","29.380","32.953"
"1691597783","36.449","37.651","34.991","33.672","34.069","34.011","29.393","32.976"
"1691597784","36.489","37.650","34.976","33.674","34.078","34.012","29.387","32.932"
"1691597785","36.519","37.626","34.969","33.674","34.071","34.031","29.378","32.908"
"1691597786","36.546","37.602","34.961","33.675","34.065","34.050","29.370","32.884"
"1691597787","36.572","37.629","34.973","33.694","34.066","34.051","29.348","32.907"
"1691597788","36.580","37.641","34.981","33.684","34.066","34.056","29.349","32.930"
"1691597789","36.567","37.609","34.985","33.703","34.089","34.075","29.372","32.996"
"1691597790","36.546","37.584","34.986","33.704","34.083","34.094","29.384","33.048"
"1691597791","36.579","37.559","34.987","33.708","34.098","34.087","29.429","33.064"
"1691597792","36.581","37.496","34.996","33.728","34.100","34.049","29.435","33.080"
"1691597793","36.593","37.467","35.001","33.737","34.083","34.006","29.458","33.124"
"1691597794","36.594","37.388","34.987","33.741","34.076","34.025","29.477","33.140"
"1691597795","36.587","37.323","34.955","33.735","34.070","34.052","29.456","33.181"
"1691597796","36.606","37.277","34.941","33.736","34.078","34.107","29.497","33.196"
"1691597797","36.622","37.256","34.953","33.740","34.082","34.130","29.513","33.223"
"1691597798","36.637","37.297","34.925","33.741","34.091","34.134","29.525","33.253"
"1691597799","36.649","37.334","34.930","33.738","34.110","34.161","29.518","33.268"
"1691597800","36.646","37.350","34.923","33.739","34.129","34.195","29.530","33.225"
"1691597801","36.546","37.337","34.889","33.661","34.094","34.182","29.521","33.173"
"1691597802","36.540","37.367","34.864","33.632","34.080","34.062","29.500","33.170"
"1691597803","36.544","37.411","34.879","33.604","34.125","34.001","29.478","33.145"
"1691597804","36.571","37.431","34.887","33.620","34.155","33.984","29.479","33.099"
"1691597805","36.597","37.402","34.910","33.624","34.156","33.981","29.484","33.103"
"1691597806","36.605","37.381","34.856","33.643","34.146","34.037","29.492","33.173"
"1691597807","36.580","37.324","34.832","33.648","34.154","34.012","29.515","33.167"
"1691597808","36.567","37.292","34.825","33.681","34.159","33.987","29.516","33.139"
"1691597809","36.487","37.285","34.848","33.697","34.170","33.974","29.528","33.161"
"1691597810","36.427","37.335","34.872","33.717","34.136","34.034","29.533","33.137"
"1691597811","36.399","37.343","34.894","33.729","34.107","33.998","29.527","33.124"
"1691597812","36.451","37.369","34.906","33.740","34.090","33.999","29.531","33.128"
"1691597813","36.466","37.337","34.918","33.741","34.062","34.007","29.540","33.202"
"1691597814","36.467","37.291","34.915","33.742","34.026","34.052","29.559","33.243"
"1691597815","36.501","37.310","34.927","33.758","33.976","34.064","29.556","33.171"
"1691597816","36.538","37.314","34.939","33.748","34.003","34.043","29.561","33.154"
"1691597817","36.557","37.304","34.958","33.748","34.022","34.062","29.576","33.209"
"1691597818","36.558","37.261","34.955","33.753","34.037","34.099","29.585","33.225"
"1691597819","36.586","37.307","34.943","33.744","34.057","34.119","29.586","33.168"
"1691597820","36.590","37.344","34.962","33.712","34.094","34.102","29.602","33.136"
"1691597821","36.544","37.378","34.970","33.709","34.106","34.088","29.607","33.093"
"1691597822","36.486","37.397","34.963","33.714","34.063","34.031","29.607","33.127"
"1691597823","36.429","37.401","34.949","33.714","33.984","33.999","29.608","33.150"
"1691597824","36.444","37.399","34.958","33.726","34.014","33.930","29.617","33.216"
"1691597825","36.358","37.356","34.959","33.724","34.051","33.884","29.651","33.235"
"1691597826","36.297","37.339","34.974","33.750","34.082","33.896","29.681","33.167"
"1691597827","36.225","37.347","34.975","33.762","34.082","33.882","29.671","33.077"
"1691597828","36.132","37.334","34.984","33.749","34.080","33.774","29.621","33.049"
"1691597829","36.100","37.350","34.970","33.703","34.092","33.757","29.589","33.014"
"1691597830","36.112","37.409","34.949","33.685","34.115","33.736","29.564","32.997"
"1691597831","36.101","37.428","34.910","33.675","34.105","33.704","29.568","32.957"
"1691597832","36.070","37.410","34.911","33.636","34.070","33.665","29.577","32.933"
"1691597833","36.074","37.426","34.938","33.640","34.019","33.644","29.589","32.936"
"1691597834","36.050","37.416","34.953","33.649","34.009","33.671","29.593","32.964"
"1691597835","36.021","37.420","34.939","33.657","34.017","33.657","29.602","32.997"
"1691597836","36.030","37.429","34.951","33.661","34.015","33.661","29.599","32.969"
"1691597837","36.035","37.445","34.971","33.656","33.980","33.623","29.630","32.931"
"1691597838","36.043","37.439","34.969","33.642","33.978","33.606","29.653","32.979"
"1691597839","36.022","37.454","34.962","33.621","33.957","33.589","29.650","32.991"
"1691597840","36.056","37.433","34.967","33.626","33.950","33.571","29.673","32.967"
"1691597841","36.115","37.445","34.982","33.652","33.980","33.550","29.649","32.982"
"1691597842","36.171","37.421","34.991","33.674","34.005","33.572","29.648","32.927"
"1691597843","36.205","37.374","34.980","33.672","34.000","33.585","29.647","32.915"
"1691597844","36.253","37.328","34.974","33.695","34.005","33.663","29.659","32.908"
"1691597845","36.276","37.336","34.960","33.722","34.035","33.729","29.671","32.920"
"1691597846","36.361","37.283","34.940","33.691","34.066","33.807","29.662","32.911"
"1691597847","36.344","37.328","34.949","33.685","34.063","33.845","29.663","32.923"
"1691597848","36.280","37.318","34.950","33.678","34.053","33.875","29.671","32.906"
"1691597849","36.306","37.326","34.961","33.686","34.054","33.854","29.664","32.881"
"1691597850","36.329","37.312","34.966","33.705","34.059","33.847","29.673","32.915"
"1691597851","36.341","37.339","34.931","33.703","34.063","33.892","29.670","32.909"
"1691597852","36.356","37.336","34.920","33.700","34.079","33.922","29.663","32.906"
